Conference,Year,Gender,Bundle_ID,Event,1st,8th,16th,Sec_per_place,Source_File,Data_Quality,1st_flags,8th_flags,16th_flags
Landmark,2026,women,landmark_2026,400 IM,4:37.35,4:54.28,5:08.35,2.0667,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,50 Free,24.36,25.33,25.95,0.106,landmark_champs_2026_final_full_results.pdf,finals,,,
Landmark,2026,women,landmark_2026,500 Free,5:11.50,5:27.13,5:33.78,1.4853,landmark_champs_2026_final_full_results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,100 Back,49.83,52.59,58.22,0.5593,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,1650 Free,15:35.80,16:43.33,17:09.13,6.222,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,200 Back,1:47.10,1:56.82,2:03.23,1.0753,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,200 Breast,1:57.34,2:05.00,2:19.26,1.4613,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,200 Fly,1:48.50,1:56.66,2:06.55,1.2033,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,200 Free,1:37.87,1:41.26,1:47.50,0.642,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,200 IM,1:48.75,1:52.45,1:59.54,0.7193,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,400 IM,3:58.02,4:23.78,4:39.36,2.756,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,50 Free,20.17,21.31,21.58,0.094,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,men,unknown_2026,500 Free,4:28.26,4:46.39,5:09.40,2.7427,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,women,unknown_2026,200 Back,1:59.14,2:06.68,2:08.39,0.6167,NEC 2026 Complete_Results.pdf,finals,,,
Liberty League,2026,women,unknown_2026,200 Free,1:49.64,1:57.29,1:57.32,0.512,NEC 2026 Complete_Results.pdf,finals,,,
MAAC,2026,men,maac_2026,100 Back,47.51,49.56,51.26,0.25,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,100 Breast,53.87,55.64,57.08,0.214,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,100 Fly,48.01,49.58,50.30,0.1527,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,100 Free,44.13,45.40,45.84,0.114,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,men,maac_2026,1650 Free,15:39.33,16:09.57,16:22.10,2.8513,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,men,maac_2026,200 Back,1:43.74,1:48.80,1:53.45,0.6473,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,men,maac_2026,200 Breast,1:57.31,2:02.12,2:05.21,0.5267,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,men,maac_2026,200 Fly,1:49.87,1:51.28,1:53.40,0.2353,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,men,maac_2026,200 Free,1:37.15,1:40.83,1:42.26,0.3407,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,200 IM,1:47.73,1:50.39,1:52.36,0.3087,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,400 IM,3:51.32,4:01.48,4:05.62,0.9533,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,50 Free,20.02,20.60,20.87,0.0567,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAAC,2026,men,maac_2026,500 Free,4:26.17,4:33.75,4:42.93,1.1173,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,100 Back,55.41,56.82,1:01.29,0.392,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,100 Breast,1:00.32,1:05.15,1:07.64,0.488,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,100 Fly,55.17,56.63,58.38,0.214,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,1650 Free,16:53.77,17:31.81,17:54.84,4.0713,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,women,maac_2026,200 Back,1:57.38,2:06.36,2:06.63,0.6167,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,women,maac_2026,200 Breast,2:13.98,2:22.73,2:28.10,0.9413,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,women,maac_2026,200 Fly,2:02.03,2:08.98,2:11.72,0.646,2026_MAAC_S_D_Championships_Day_4_finals_results (1).pdf,finals,,,
MAAC,2026,women,maac_2026,200 Free,1:48.33,1:53.57,1:55.52,0.4793,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,200 IM,2:00.99,2:03.53,2:07.34,0.4233,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,400 IM,4:25.46,4:31.06,4:39.79,0.9553,2026_MAAC_S_D_Championships_Day_3_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,50 Free,23.27,23.85,24.23,0.064,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAAC,2026,women,maac_2026,500 Free,4:49.75,5:02.81,5:10.24,1.366,2026_MAAC_S_D_Championships_Day_2_finals_results.pdf,finals,,,
MAC,2026,men,mac_2026,100 Back,50.78,54.56,59.46,0.5787,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,100 Breast,56.21,1:01.25,1:03.56,0.49,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,100 Fly,48.70,53.92,56.67,0.5313,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,100 Free,45.84,48.97,50.38,0.3027,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,1650 Free,16:26.73,17:18.10,17:50.27,5.5693,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,200 Back,1:51.28,2:00.49,2:08.02,1.116,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,200 Breast,2:06.82,2:15.39,2:24.64,1.188,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,200 Fly,1:56.03,2:06.00,2:14.34,1.2207,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,200 Free,1:42.58,1:47.48,1:55.60,0.868,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,200 IM,1:53.79,2:02.16,2:10.74,1.13,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,400 IM,4:08.48,4:28.40,4:35.30,1.788,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,50 Free,20.49,21.82,22.65,0.144,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,men,mac_2026,500 Free,4:41.44,4:54.06,5:01.59,1.3433,2026 MAC MENS full_meet_results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,100 Back,1:28.35,1:33.26,3:51.20,9.5233,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,100 Breast,59.59,1:02.64,1:02.69,0.2067,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,100 Fly,51.35,55.09,56.26,0.3273,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,100 Free,47.59,48.92,50.91,0.2213,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,1650 Free,16:39.00,17:02.74,17:14.43,2.362,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,200 Back,1:54.28,1:58.07,2:00.11,0.3887,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,200 Breast,2:09.33,2:15.54,2:19.00,0.6447,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,200 Fly,1:59.07,2:01.77,2:03.79,0.3147,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,200 Free,1:44.82,1:50.26,1:50.80,0.3987,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,200 IM,1:57.52,2:02.90,2:03.30,0.3853,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,400 IM,4:16.83,4:22.09,4:29.52,0.846,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,50 Free,21.88,23.07,23.31,0.0953,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MAC,2026,women,mac_2026,500 Free,4:47.76,4:58.44,4:58.63,0.7247,2026 MAC WOMENS Complete_Results.pdf,prelim_fallback,,,
MIAC,2026,men,miac_2026,100 Back,50.03,54.19,58.16,0.542,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,100 Breast,53.76,59.05,1:03.82,0.6707,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,100 Fly,49.66,51.15,53.59,0.262,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,100 Free,45.26,47.52,48.81,0.2367,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,1650 Free,15:55.41,16:53.07,18:15.34,10.28374999999998,2026_miac-sd-results_Final.pdf,replaced_extreme_outlier_current,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master
MIAC,2026,men,miac_2026,200 Back,1:51.51,2:02.27,2:07.96,1.0967,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,200 Breast,2:04.28,2:12.02,2:19.46,1.012,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,200 Fly,1:51.56,1:57.88,2:19.98,1.8947,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,200 Free,1:42.01,1:46.78,1:53.02,0.734,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,200 IM,1:52.80,2:00.30,2:04.27,0.7647,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,400 IM,3:57.55,4:20.03,4:44.28,3.1153,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,50 Free,20.70,21.31,21.80,0.0733,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,men,miac_2026,500 Free,4:29.70,4:48.44,4:57.05,1.8233,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,100 Back,56.59,59.40,1:02.29,0.38,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,100 Breast,1:04.66,1:08.76,1:10.96,0.42,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,100 Fly,54.10,1:00.16,1:02.59,0.566,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,100 Free,50.99,54.05,55.52,0.302,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,1650 Free,17:37.69,18:33.12,19:16.75,6.604,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,200 Back,2:03.47,2:10.02,2:16.46,0.866,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,200 Breast,2:20.99,2:31.05,2:36.64,1.0433,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,200 Fly,2:08.63,2:20.15,2:31.71,1.5387,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,200 Free,1:54.24,1:57.63,2:00.10,0.3907,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,200 IM,2:09.00,2:15.42,2:19.09,0.6727,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,400 IM,4:35.14,4:50.02,5:03.02,1.8587,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,50 Free,23.18,24.43,24.85,0.1113,2026_miac-sd-results_Final.pdf,finals,,,
MIAC,2026,women,miac_2026,500 Free,5:06.82,5:20.69,5:24.60,1.1853,2026_miac-sd-results_Final.pdf,finals,,,
MPSF,2026,men,mpsf_2026,100 Back,46.32,49.29,49.85,0.2353,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,100 Breast,52.19,54.50,55.39,0.2133,MPSF 2026 RESULTS.pdf,finals,,,
MPSF,2026,men,mpsf_2026,100 Fly,46.06,47.75,48.82,0.184,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,100 Free,43.01,44.06,45.03,0.1347,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,1650 Free,14:48.77,15:36.93,16:10.28,5.434,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,200 Back,1:41.55,1:44.58,1:49.12,0.5047,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,200 Breast,1:54.28,1:58.76,2:01.40,0.4747,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,200 Fly,1:43.45,1:50.49,1:50.72,0.4847,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,200 Free,1:33.80,1:38.25,1:40.40,0.44,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,200 IM,1:43.70,1:48.37,1:51.70,0.5333,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,400 IM,3:44.10,3:54.21,4:02.05,1.1967,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,50 Free,19.20,20.02,20.41,0.0807,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,men,mpsf_2026,500 Free,4:16.20,4:26.73,4:32.56,1.0907,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,100 Back,54.37,56.00,56.50,0.142,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,100 Breast,59.96,1:03.47,1:04.54,0.3053,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,100 Fly,53.74,55.51,55.94,0.1467,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,100 Free,49.29,50.64,51.61,0.1547,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,1650 Free,16:35.33,17:01.74,17:21.70,3.0913,MPSF 2026 RESULTS.pdf,finals,,,
MPSF,2026,women,mpsf_2026,200 Back,1:57.18,2:02.80,2:03.93,0.45,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,200 Breast,2:10.84,2:18.77,2:20.44,0.64,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,200 Fly,1:59.70,2:03.53,2:05.76,0.404,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,200 Free,1:47.58,1:51.05,1:52.85,0.3513,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,200 IM,1:59.18,2:03.98,2:06.16,0.4653,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,400 IM,4:17.01,4:25.03,4:30.08,0.8713,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,50 Free,22.70,23.37,23.52,0.0547,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
MPSF,2026,women,mpsf_2026,500 Free,4:48.57,4:53.84,5:01.74,0.878,MPSF 2026 RESULTS.pdf,pdf_repaired,pdf_verified,pdf_verified,pdf_verified
NCAC,unknown,men,unknown_unknown,100 Back,48.42,50.29,52.13,0.2473,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,100 Breast,54.42,56.10,59.19,0.318,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,100 Fly,47.57,50.17,50.92,0.2233,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,100 Free,43.58,45.41,47.33,0.25,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,1650 Free,15:24.75,16:04.18,16:48.88,5.6087,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,200 Back,1:46.42,1:51.38,1:56.32,0.66,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,200 Breast,2:00.78,2:04.33,2:07.57,0.4527,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,200 Fly,1:48.41,1:53.61,1:59.84,0.762,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,200 Free,1:35.66,1:40.59,1:44.56,0.5933,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,200 IM,1:47.02,1:51.86,1:55.90,0.592,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,400 IM,3:52.99,4:07.91,4:16.50,1.5673,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,men,unknown_unknown,500 Free,4:26.22,4:35.15,4:40.90,0.9787,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,100 Back,54.36,57.43,1:01.06,0.4467,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,100 Breast,1:01.32,1:07.55,1:11.98,0.7107,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,100 Fly,55.38,57.20,1:00.25,0.3247,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,100 Free,50.46,52.79,54.87,0.294,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,1650 Free,16:40.29,17:46.77,19:17.81,10.5013,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,200 Back,1:59.91,2:08.51,2:16.23,1.088,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,200 Breast,2:14.19,2:31.58,2:47.08,2.1927,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,200 Fly,2:01.81,2:11.15,2:22.80,1.3993,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,200 Free,1:49.68,1:53.84,2:00.03,0.69,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,200 IM,2:03.72,2:10.91,2:15.45,0.782,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,400 IM,4:22.77,4:47.58,5:00.99,2.548,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,50 Free,23.21,23.87,25.04,0.122,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NCAC,unknown,women,unknown_unknown,500 Free,4:51.06,5:05.42,5:20.32,1.9507,NCACSwimDiveChamps-FinalResults2026.pdf.pdf,finals,,,
NESCAC,2026,men,nescac_2026,100 Back,48.07,49.91,52.98,0.3273,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,100 Breast,51.85,56.06,57.61,0.384,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,100 Fly,48.23,49.50,50.00,0.118,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,100 Free,42.92,45.73,46.64,0.248,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,1000 Free,9:10.55,9:23.19,9:43.72,2.2113,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,1650 Free,15:29.51,16:04.09,16:24.18,3.6447,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,200 Back,1:43.66,1:48.90,1:54.27,0.6712500000000006,2026 NESCAC MENS RESULTS.pdf,replaced_invalid_non_monotonic_current,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master
NESCAC,2026,men,nescac_2026,200 Breast,1:55.12,2:01.40,2:06.20,0.7387,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,200 Fly,1:46.19,1:51.21,1:53.73,0.5027,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,200 Free,1:37.30,1:40.18,1:41.73,0.2953,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,200 IM,1:44.85,1:48.63,1:52.10,0.4337499999999999,2026 NESCAC MENS RESULTS.pdf,replaced_invalid_non_monotonic_current,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master
NESCAC,2026,men,nescac_2026,400 IM,3:50.78,4:02.73,4:06.09,1.0207,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,50 Free,19.61,20.56,21.01,0.0933,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,men,nescac_2026,500 Free,4:24.25,4:35.81,4:42.31,1.204,2026 NESCAC MENS RESULTS.pdf,finals,,,
NESCAC,2026,women,nescac_2026,100 Back,55.42,56.93,58.51,0.206,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,100 Breast,1:02.50,1:05.25,1:07.91,0.3607,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,100 Fly,54.66,55.56,56.90,0.1493,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,100 Free,50.22,51.50,52.53,0.154,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,1000 Free,10:00.97,10:31.43,10:42.72,2.7833,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,1650 Free,16:47.11,17:42.09,17:58.50,4.7593,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,200 Back,2:00.38,2:06.45,2:10.38,0.6667,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,200 Breast,2:15.96,2:24.21,2:29.43,0.898,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,200 Fly,2:01.10,2:05.98,2:09.17,0.538,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,200 Free,1:49.86,1:54.15,1:55.71,0.39,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,200 IM,2:01.39,2:08.52,2:10.26,0.5913,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,400 IM,4:20.58,4:38.56,4:39.91,1.2887,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,50 Free,22.73,23.81,24.30,0.1047,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NESCAC,2026,women,nescac_2026,500 Free,4:52.21,5:07.91,5:10.37,1.2107,2026 NESCAC WOMENS Final_Results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,100 Back,49.06,50.28,52.96,0.26,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,100 Breast,54.36,56.33,58.09,0.2487,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,100 Fly,46.94,49.85,51.99,0.3367,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,1650 Free,15:46.53,16:57.50,17:44.90,7.8913,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,200 Back,1:49.41,1:54.83,2:01.53,0.808,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,200 Breast,2:01.71,2:06.47,2:10.01,0.5533,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,200 Fly,1:48.77,1:54.43,2:01.17,0.8424999999999994,2026_newmac_championships_full_results.pdf,replaced_invalid_non_monotonic_current,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master,legacy_backfill_from_d3_conference_swim_master
NEWMAC,2026,men,newmac_2026,200 Free,1:37.98,1:41.92,1:44.42,0.4293,2026_newmac_championships_full_results.pdf,finals,,,
NEWMAC,2026,men,newmac_2026,200 IM,1:48.61,1:54.23,1:55.94,0.4887,2026_newmac_championships_full_results.pdf,finals,,,
